sequence_id	gb_segment_missing	gb_isolate_missing	gb_host_missing	gb_country_missing	gb_collection_year_missing	gb_collection_month_missing	gb_collection_month_day_missing	gb_serotype_missing		
JN848760		SZ97/1								
JN848761		SZ97/1								
JN848762		SZ97/1								
JN848763		SZ97/1								
JN848764		SZ97/1								
JN848765		SZ97/1								
JN848766		SZ97/1								
JN848767		SZ97/1								
JN848768		SZ97/1								
JN881985		CSIRO156						1		
JN881986		CSIRO156						1		
JN881987		CSIRO156						1		
JN881988		CSIRO156						1		
JN881989		CSIRO156						1		
JN881990		CSIRO156						1		
JN881991		CSIRO156						1		
JN881992		CSIRO156						1		
JN881993		CSIRO156						1		
JN881994		CSIRO156						1		
JQ037800	2									
JQ037801	2									
JQ037802	2									
JQ037803	2									
JQ037804	2									
JQ037805	2									
JQ037806	2									
JQ037807	2									
JQ037808	2									
JQ037809	2									
JQ037810	2									
JQ037811	2									
JQ037812	2									
JQ037813	2									
JQ080436	10									
JQ080437										
JQ086221		DPP192						15		
JQ086222		DPP192						15		
JQ086223		DPP192						15		
JQ086224		DPP192						15		
JQ086225		DPP192						15		
JQ086226		DPP192						15		
JQ086227		DPP192						15		
JQ086228		DPP192						15		
JQ086229		DPP192						15		
JQ086230		DPP192						15		
JQ086231		DPP965						16		
JQ086232		DPP965						16		
JQ086233		DPP965						16		
JQ086234		DPP965						16		
JQ086235		DPP965						16		
JQ086236		DPP965						16		
JQ086237		DPP965						16		
JQ086238		DPP965						16		
JQ086239		DPP965						16		
JQ086240		DPP965						16		
JQ086241		v7291-DPP7291						2		
JQ086242		v7291-DPP7291						2		
JQ086243		v7291-DPP7291						2		
JQ086244		v7291-DPP7291						2		
JQ086245		v7291-DPP7291						2		
JQ086246		v7291-DPP7291						2		
JQ086247		v7291-DPP7291						2		
JQ086248		v7291-DPP7291						2		
JQ086249		v7291-DPP7291						2		
JQ086250		v7291-DPP7291						2		
JQ086251		CSIRO19						20		
JQ086252		CSIRO19						20		
JQ086253		CSIRO19						20		
JQ086254		CSIRO19						20		
JQ086255		CSIRO19						20		
JQ086256		CSIRO19						20		
JQ086257		CSIRO19						20		
JQ086258		CSIRO19						20		
JQ086259		CSIRO19						20		
JQ086260		CSIRO19						20		
JQ086261		DPP86						21		
JQ086262		DPP86						21		
JQ086263		DPP86						21		
JQ086264		DPP86						21		
JQ086265		DPP86						21		
JQ086266		DPP86						21		
JQ086267		DPP86						21		
JQ086268		DPP86						21		
JQ086269		DPP86						21		
JQ086270		DPP86						21		
JQ086271		DPP90						23		
JQ086272		DPP90						23		
JQ086273		DPP90						23		
JQ086274		DPP90						23		
JQ086275		DPP90						23		
JQ086276		DPP90						23		
JQ086277		DPP90						23		
JQ086278		DPP90						23		
JQ086279		DPP90						23		
JQ086280		DPP90						23		
JQ086281		DPP973						3		
JQ086282		DPP973						3		
JQ086283		DPP973						3		
JQ086284		DPP973						3		
JQ086285		DPP973						3		
JQ086286		DPP973						3		
JQ086287		DPP973						3		
JQ086288		DPP973						3		
JQ086289		DPP973						3		
JQ086290		DPP973						3		
JQ086291		v6963						7		
JQ086292		v6963						7		
JQ086293		v6963						7		
JQ086294		v6963						7		
JQ086295		v6963						7		
JQ086296		v6963						7		
JQ086297		v6963						7		
JQ086298		v6963						7		
JQ086299		v6963						7		
JQ086300		v6963						7		
JQ086301		DP0837						9		
JQ086302		DP0837						9		
JQ086303		DP0837						9		
JQ086304		DP0837						9		
JQ086305		DP0837						9		
JQ086306		DP0837						9		
JQ086307		DP0837						9		
JQ086308		DP0837						9		
JQ086309		DP0837						9		
JQ086310		DP0837						9		
JQ240321		Cooktown						2		
JQ240322		Cooktown						2		
JQ240323		Cooktown						2		
JQ240324		Cooktown						2		
JQ240325		Cooktown						2		
JQ240326		Cooktown						2		
JQ240327		Cooktown						2		
JQ240328		Cooktown						2		
JQ240329		Cooktown						2		
JQ240330		Cooktown						2		
JQ282770										
JQ282771										
JQ282772										
JQ282773										
JQ282774										
JQ282775										
JQ282776										
JQ282777										
JQ414046										
JQ414047										
JQ414048										
JQ414049										
JQ414050										
JQ414051										
JQ414052										
JQ424788										
JQ424789										
JQ424790										
JQ424791										
JQ436729						DEC				
JQ436730						DEC				
JQ436733						JUL				
JQ436734						JUL				
JQ436735						JUL				
JQ436736						JUL				
JQ478482	2		Culicoides sp.							
JQ478483	2									
JQ478484	2									
JQ478485	2									
JQ478486	2									
JQ478487	2									
JQ681257										
JQ681258								2		
JQ681259								2		
JQ681260								2		
JQ681261								2		
JQ681262								2		
JQ681263								2		
JQ681264								2		
JQ681265								2		
JQ713557										
JQ713558										
JQ713559										
JQ713560										
JQ713561										
JQ713562										
JQ713563										
JQ740771										
JQ740772										
JQ740773										
JQ740774										
JQ740775										
JQ740776										
JQ740777										
JQ740778										
JQ740779										
JQ740780										
JQ771813		IND2003/08								
JQ771814		IND2003/08								
JQ771815		IND2003/08								
JQ771816		IND2003/08								
JQ771817		IND2003/08								
JQ771818		IND2003/08								
JQ771819		IND2003/08								
JQ771820		IND2003/08								
JQ771821		IND2003/08								
JQ771822		IND2003/08								
JQ771823		IND1988/02				JAN				
JQ771824		IND1988/02				JAN				
JQ771825		IND1988/02				JAN				
JQ771826		IND1988/02				JAN				
JQ771827		IND1988/02				JAN				
JQ771828		IND1988/02				JAN				
JQ771829		IND1988/02				JAN				
JQ771830		IND1988/02				JAN				
JQ771831		IND1988/02				JAN				
JQ822248		USA2010				AUG				
JQ822249		USA2010				AUG				
JQ822250		USA2010				AUG				
JQ822251		USA2010				AUG				
JQ822252		USA2010				AUG				
JQ822253		USA2010				AUG				
JQ822254		USA2010				AUG				
JQ822255		USA2010				AUG				
JQ822256		USA2010				AUG				
JQ822257		USA2010				AUG				
JQ904060								16		
JQ904061						FEB		16		
JQ904062						JAN		16		
JQ904063								16		
JQ904064								2		
JQ904065								2		
JQ904066								2		
JQ904067								2		
JQ904068								2		
JQ904069								2		
JQ904070								2		
JQ904071								2		
JQ904072								2		
JQ904073								2		
JQ924820					2010			16		
JQ924821					2010					
JQ924822					2010					
JQ924823					2010					
JQ924824					2010					
JQ924825					2010					
JQ924826					2010					
JQ924827					2010					
JQ924828					2010					
JQ924829					2010					
JQ970441						DEC				
JQ970442						JAN				
JQ970443						AUG				
JQ970444						JAN				
JQ970445						JAN				
JQ970446						SEP				
JQ970447						NOV				
JQ970448						NOV				
JQ970449						MAY				
JQ970450						JUL				
JQ970451						AUG				
JQ970452						SEP				
JQ970453						SEP				
JQ970454						NOV				
JQ970455						NOV				
JQ970456						OCT				
JQ970457						NOV				
JQ970458						NOV				
JQ970459						OCT				
JQ970460						NOV				
JQ970461						NOV				
JQ970462						OCT				
JQ970463						NOV				
JQ970464						SEP				
JQ970465						NOV				
JQ970466						NOV				
JQ970467						NOV				
JQ970468						NOV				
JQ970469						NOV				
JQ972831		BTV-11_REF		South Africa						
JQ972832		BTV-11_REF		South Africa						
JQ972833		BTV-11_REF		South Africa						
JQ972834		BTV-11_REF		South Africa						
JQ972835		BTV-11_REF		South Africa						
JQ972836		BTV-11_REF		South Africa						
JQ972837		BTV-11_REF		South Africa						
JQ972838		BTV-11_REF		South Africa						
JQ972839		BTV-11_REF		South Africa						
JQ972840		BTV-11_REF		South Africa						
JQ972841		BTV-11_VAC		South Africa						
JQ972842		BTV-11_VAC		South Africa						
JQ972843		BTV-11_VAC		South Africa						
JQ972844		BTV-11_VAC		South Africa						
JQ972845		BTV-11_VAC		South Africa						
JQ972846		BTV-11_VAC		South Africa						
JQ972847		BTV-11_VAC		South Africa						
JQ972848		BTV-11_VAC		South Africa						
JQ972849		BTV-11_VAC		South Africa						
JQ972850		BTV-11_VAC		South Africa						
JQ972851		BTV-11_DE								
JQ972852		BTV-11_DE								
JQ972853		BTV-11_DE								
JQ972854		BTV-11_DE								
JQ972855		BTV-11_DE								
JQ972856		BTV-11_DE								
JQ972857		BTV-11_DE								
JQ972858		BTV-11_DE								
JQ972859		BTV-11_DE								
JQ972860		BTV-11_DE								
JQ972861		BTV-11_MQ								
JQ972862		BTV-11_MQ								
JQ972863		BTV-11_MQ								
JQ972864		BTV-11_MQ								
JQ972865		BTV-11_MQ								
JQ972866		BTV-11_MQ								
JQ972867		BTV-11_MQ								
JQ972868		BTV-11_MQ								
JQ972869		BTV-11_MQ								
JQ972870		BTV-11_MQ								
JX003687										
JX003688										
JX003689										
JX003690										
JX003691										
JX003692										
JX003693										
JX003694										
JX003695										
JX003696										
JX007923						OCT				
JX007924						OCT				
JX007925						OCT				
JX007926						OCT				
JX007927						OCT		16		
JX007928						OCT				
JX007929						OCT				
JX007930						OCT				
JX007931						OCT				
JX024940										
JX024941										
JX024942										
JX024943										
JX024944										
JX024945										
JX024946										
JX024947										
JX024948										
JX024949										
JX024950										
JX024951										
JX024952										
JX024953										
JX024954										
JX024955										
JX024956										
JX024957										
JX024958										
JX024959										
JX024960										
JX024961										
JX024962										
JX024963										
JX024964										
JX101694	2					JUL		1		
JX101695	2					JUL		1		
JX129381			Ovis aries		1960					
JX129382			Ovis aries		1960					
JX129383			Ovis aries		1960					
JX129384			Ovis aries		1960					
JX129385			Ovis aries		1960					
JX129386			Ovis aries		1960					
JX272369								24		
JX272370								24		
JX272371								24		
JX272372								24		
JX272373								24		
JX272374								24		
JX272375								24		
JX272376								24		
JX272377								24		
JX272378								24		
JX272379								1		
JX272380								1		
JX272381								1		
JX272382								1		
JX272383								1		
JX272384								1		
JX272385								1		
JX272386								1		
JX272387								1		
JX272388								1		
JX272389								22		
JX272390								22		
JX272391								22		
JX272392								22		
JX272393								22		
JX272394								22		
JX272395								22		
JX272396								22		
JX272397								22		
JX272398								22		
JX272399								23		
JX272400								23		
JX272401								23		
JX272402								23		
JX272403								23		
JX272404								23		
JX272405								23		
JX272406								23		
JX272407								23		
JX272408								23		
JX272409								21		
JX272410								21		
JX272411								21		
JX272412								21		
JX272413								21		
JX272414								21		
JX272415								21		
JX272416								21		
JX272417								21		
JX272418								21		
JX272419								20		
JX272420								20		
JX272421								20		
JX272422								20		
JX272423								20		
JX272424								20		
JX272425								20		
JX272426								20		
JX272427								20		
JX272428								20		
JX272429								19		
JX272430								19		
JX272431								19		
JX272432								19		
JX272433								19		
JX272434								19		
JX272435								19		
JX272436								19		
JX272437								19		
JX272438								19		
JX272439								18		
JX272440								18		
JX272441								18		
JX272442								18		
JX272443								18		
JX272444								18		
JX272445								18		
JX272446								18		
JX272447								18		
JX272448								18		
JX272449								17		
JX272450								17		
JX272451								17		
JX272452								17		
JX272453								17		
JX272454								17		
JX272455								17		
JX272456								17		
JX272457								17		
JX272458								17		
JX272459								16		
JX272460								16		
JX272461								16		
JX272462								16		
JX272463								16		
JX272464								16		
JX272465								16		
JX272466								16		
JX272467								16		
JX272468								16		
JX272469								15		
JX272470								15		
JX272471								15		
JX272472								15		
JX272473								15		
JX272474								15		
JX272475								15		
JX272476								15		
JX272477								15		
JX272478								15		
JX272479								14		
JX272480								14		
JX272481								14		
JX272482								14		
JX272483								14		
JX272484								14		
JX272485								14		
JX272486								14		
JX272487								14		
JX272488								14		
JX272489								13		
JX272490								13		
JX272491								13		
JX272492								13		
JX272493								13		
JX272494								13		
JX272495								13		
JX272496								13		
JX272497								13		
JX272498								13		
JX272499								12		
JX272500								12		
JX272501								12		
JX272502								12		
JX272503								12		
JX272504								12		
JX272505								12		
JX272506								12		
JX272507								12		
JX272508								12		
JX272509								11		
JX272510								11		
JX272511								11		
JX272512								11		
JX272513								11		
JX272514								11		
JX272515								11		
JX272516								11		
JX272517								11		
JX272518								11		
JX272519								10		
JX272520								10		
JX272521								10		
JX272522								10		
JX272523								10		
JX272524								10		
JX272525								10		
JX272526								10		
JX272527								10		
JX272528								10		
JX272529								9		
JX272530								9		
JX272531								9		
JX272532								9		
JX272533								9		
JX272534								9		
JX272535								9		
JX272536								9		
JX272537								9		
JX272538								9		
JX272539								8		
JX272540								8		
JX272541								8		
JX272542								8		
JX272543								8		
JX272544								8		
JX272545								8		
JX272546								8		
JX272547								8		
JX272548								8		
JX272549								7		
JX272550								7		
JX272551								7		
JX272552								7		
JX272553								7		
JX272554								7		
JX272555								7		
JX272556								7		
JX272557								7		
JX272558								7		
JX272559								6		
JX272560								6		
JX272561								6		
JX272562								6		
JX272563								6		
JX272564								6		
JX272565								6		
JX272566								6		
JX272567								6		
JX272568								6		
JX272569								5		
JX272570								5		
JX272571								5		
JX272572								5		
JX272573								5		
JX272574								5		
JX272575								5		
JX272576								5		
JX272577								5		
JX272578								5		
JX272579				South Africa				4		
JX272580				South Africa				4		
JX272581				South Africa				4		
JX272582				South Africa				4		
JX272583				South Africa				4		
JX272584				South Africa				4		
JX272585				South Africa				4		
JX272586				South Africa				4		
JX272587				South Africa				4		
JX272588				South Africa				4		
JX272589								3		
JX272590								3		
JX272591								3		
JX272592								3		
JX272593								3		
JX272594								3		
JX272595								3		
JX272596								3		
JX272597								3		
JX272598								3		
JX272599								2		
JX272600								2		
JX272601								2		
JX272602								2		
JX272603								2		
JX272604								2		
JX272605								2		
JX272606								2		
JX272607								2		
JX272608								2		
JX399148										
JX399149										
JX399150										
JX399151										
JX399152										
JX399153										
JX399154										
JX399155										
JX399156										
JX399157										
JX560413		YST-4				SEP				
JX560414		YST-4				SEP				
JX560415		YST-4				SEP				
JX560416		YST-4				SEP				
JX560417		YST-4				SEP				
JX560418		YST-4				SEP				
JX560419		YST-4				SEP				
JX560420		YST-4				SEP				
JX560421		YST-4				SEP				
JX560422		YST-4				SEP				
JX680447		NET2006/04		Netherlands						
JX680448		NET2006/04		Netherlands						
JX680449		NET2006/04		Netherlands						
JX680450		NET2006/04		Netherlands						
JX680451		NET2006/04		Netherlands						
JX680452		NET2006/04		Netherlands						
JX680453		NET2006/04		Netherlands						
JX680454		NET2006/04		Netherlands						
JX680455		NET2006/04		Netherlands						
JX680456		NET2006/04		Netherlands						
JX680457		RSArrrr/01		South Africa						
JX680458		RSArrrr/01		South Africa						
JX680459		RSArrrr/01		South Africa						
JX680460		RSArrrr/01		South Africa						
JX680461		RSArrrr/01		South Africa						
JX680462		RSArrrr/01		South Africa						
JX680463		RSArrrr/01		South Africa						
JX680464		RSArrrr/01		South Africa						
JX680465		RSArrrr/01		South Africa						
JX680466		RSArrrr/01		South Africa						
JX854018								16		
JX854019								16		
JX854020								16		
JX854021								16		
JX861487						NOV	12			
JX861488						NOV	12			
JX861489						NOV	12			
JX861490						NOV	12			
JX861491						NOV	12			
JX861492						NOV	12			
JX861493						NOV	12			
JX861494						NOV	12			
JX861495						NOV	12			
JX861496						NOV	12			
JX861497						SEP	4			
JX861498						SEP	4			
JX861499						SEP	4			
JX861500						SEP	4			
JX861501						SEP	4			
JX861502						SEP	4			
JX861503						SEP	4			
JX861504						SEP	4			
JX861505						SEP	4			
JX861506						SEP	4			
JX889171						SEP				
JX889172						SEP				
JX889173						SEP				
JX889174						SEP				
JX889175						SEP				
JX889176						SEP				
JX889177						NOV				
JX889178						NOV				
JX889179						NOV				
JX889180						NOV				
JX889181						NOV				
JX889182						NOV				
JX889183						NOV				
JX889184						NOV				
JX889185						NOV				
JX889186						NOV				
JX889187						NOV				
JX889188						NOV				
JX889189						OCT				
JX889190						OCT				
JX889191						OCT				
JX889192						OCT				
JX889193						OCT				
JX889194						OCT				
JX889195						OCT				
JX889196						NOV				
JX889197						NOV				
JX889198						NOV				
JX889199						NOV				
JX889200						NOV				
JX889201						NOV				
JX889202						NOV				
JX889203						NOV				
JX889204						NOV				
JX889205						NOV				
JX889206						NOV				
JX889207						NOV				
JX889208						NOV				
JX889209						NOV				
JX889210						NOV				
JX889211						NOV				
JX889212						DEC				
JX889213						DEC				
JX889214						DEC				
JX889215						DEC				
JX889216						DEC				
JX889217						DEC				
JX889218						NOV				
JX889219						NOV				
JX965385	2					FEB				
K02369				USA						
KC012519	2									
KC153300										
KC633277	2					JUL				
KC633278	2					AUG				
KC633279	2					JUL				
KC662612										
KC662613										
KC662614										
KC662615										
KC662616										
KC662617										
KC662618										
KC662619										
KC662620										
KC662621										
KC706456	5									
KC751419										
KC751420										
KC751421										
KC751422										
KC751423										
KC751424										
KC751425										
KC853052	1	NIG1982/10				AUG	22			
KC853053	4	NIG1982/10				AUG	22			
KC853054	5	NIG1982/10				AUG	22			
KC853055	7	NIG1982/10				AUG	22			
KC853056	8	NIG1982/10				AUG	22			
KC853057	9	NIG1982/10				AUG	22			
KC853058	10	NIG1982/10				AUG	22			
KC879615		Y863								
KC879616		Y863								
KC879617		Y863								
KC879618		Y863								
KC879619		Y863								
KC879620		Y863								
KC879621		Y863								
KC879622		Y863								
KC879623		Y863								
KC879624		Y863								
KC896844								1		
KC896845								1		
KC896846								4		
KC896847								4		
KC896848								1		
KC896849								1		
KC896850								1		
KC896851								4		
KC896852								1		
KC896853								4		
KC924402	1									
KC954625						OCT				
KF017477	1									
KF017478	1							4		
KF017479	1							2		
KF017480	1									
KF017481	1									
KF017482	1									
KF017483	1									
KF017484	1									
KF017485	1									
KF017486	1									
KF017487	1									
KF017488	1									
KF017489	1									
KF017490	1									
KF017491	1									
KF017492	1									
KF017493	1									
KF017494	1									
KF017495	1									
KF017496	1									
KF017497	1									
KF017498	1									
KF017499	1									
KF017500	1									
KF017501	1									
KF017502	1									
KF017503	1									
KF017504	1									
KF017505	1									
KF017506	1									
KF017507	1									
KF017508	1									
KF017509	1									
KF017510	1									
KF017511	1									
KF017512	1									
KF017513	1									
KF017514	1									
KF017515	1									
KF017516	1									
KF017517	1									
KF017518	1									
KF017519	1									
KF017520	1									
KF017521	1									
KF017522	1									
KF017523	1									
KF017524	1									
KF017525	1									
KF017526	1									
KF289015	5									
KF289016	5									
KF289017	5									
KF387521		ITL2002								
KF387522		ITL2002								
KF387523		ITL2002								
KF387524		ITL2002								
KF387525		ITL2002								
KF387526		ITL2002								
KF387527		ITL2002								
KF387528		ITL2002								
KF387529		ITL2002								
KF387530		ITL2002								
KF460442										
KF460443										
KF460444										
KF460445										
KF560417										
KF560418										
KF560419										
KF560420										
KF560421										
KF560422										
KF560423										
KF560424										
KF560425										
KF560426										
KF563929										
KF563930										
KF563931										
KF563932										
KF563933										
KF563934										
KF563935										
KF563936										
KF563937										
KF563938										
KF563939										
KF563940										
KF563941										
KF563942										
KF563943										
KF563944										
KF563945										
KF563946										
KF584169	10									
KF584170	1									
KF584171	2									
KF584172	1									
KF584173	2									
KF584174	2									
KF584175	10									
KF584176	1									
KF584177	2									
KF584178	10									
KF584179	1									
KF584180	10									
KF584181	1									
KF584182	10							2		
KF584183	1							2		
KF584184	10									
KF584185	1									
KF584186	2									
KF584187	10									
KF584188	2									
KF584189	10									
KF584190	2									
KF584191	2									
KF584192	2							4		
KF584193	2									
KF584194	2									
KF584195	2									
KF584196	2									
KF584197	2							4		
KF584198	2							4		
KF584199	10									
KF584200	1							4		
KF584201	2									
KF584202	2									
KF584203	2									
KF584204	1									
KF584205	10									
KF584206	10									
KF584207	1							8		
KF584208	1									
KF584209	10									
KF584210	1									
KF584211	1									
KF584212	2									
KF584213	1									
KF584214	2									
KF584215	1									
KF584216	2									
KF584217	1							24		
KF584218	2									
KF584219	1									
KF584220	2									
KF584221	1									
KF664103										
KF664104										
KF664105										
KF664106										
KF664107										
KF664108										
KF664109										
KF664110										
KF664111										
KF664112										
KF664113										
KF664114										
KF664115										
KF664116										
KF664117										
KF664118										
KF664119										
KF664120										
KF664121										
KF664122										
KF664123										
KF664124										
KF664125										
KF664126										
KF664127										
KF664128										
KF664129										
KF664130										
KF664131										
KF664132										
KF664133										
KF664134										
KF664135										
KF664136										
KF664137										
KF664138										
KF664139										
KF664140										
KF664141										
KF664142										
KF769399										
KF986488		USA2006								
KF986489		185								
KF986490		USA2006								
KF986491		185								
KF986492		USA2006								
KF986493		185								
KF986494		185								
KF986495		USA2006								
KF986496		USA2006								
KF986497		185								
KF986498		USA2006								
KF986499		USA2003								
KF986500		USA2003								
KF986501		185								
KF986502		USA2003								
KF986503		185								
KF986504		USA2006								
KF986505		USA2006								
KF986506		USA2003								
KF986507		185								
KF986508		USA2006								
KF986509		USA2003								
KF986510		USA2003								
KF986511		USA2003								
KF986512		USA2003								
KF986513		USA2003								
KF986514		USA2006								
KF986515		185								
KF986516		185								
KF986517		USA2003								
KJ019205										
KJ019206										
KJ019207										
KJ019208										
KJ019209										
KJ019210										
KJ019211										
KJ019212										
KJ019213										
KJ019214										
KJ506694				South Africa				11		
KJ506695				South Africa				7		
KJ506696				South Africa				2		
KJ506697				South Africa				16		
KJ506698				South Africa				22		
KJ506699				South Africa				19		
KJ506700				South Africa				23		
KJ506701				South Africa				21		
KJ506702				South Africa				20		
KJ506703				South Africa				8		
KJ506704				South Africa						
KJ577094										
KJ577095										
KJ577096										
KJ577097										
KJ577098										
KJ577099										
KJ577100										
KJ577101										
KJ577102										
KJ577103										
KJ577104										
KJ577105										
KJ577106										
KJ577107										
KJ577108										
KJ577109										
KJ577110										
KJ577111										
KJ577112										
KJ577113										
KJ577114										
KJ577115										
KJ577116										
KJ577117										
KJ577118										
KJ577119										
KJ577120										
KJ577121										
KJ577122										
KJ577123										
KJ577124								1		
KJ577125								1		
KJ577126								1		
KJ577127								1		
KJ577128								1		
KJ577129								1		
KJ577130								1		
KJ577131								1		
KJ577132								1		
KJ577133								1		
KJ661729			Ovis aries							
KJ661730			Ovis aries							
KJ661731			Ovis aries							
KJ661732			Ovis aries							
KJ661733			Ovis aries							
KJ661734			Ovis aries							
KJ661735			Ovis aries							
KJ661736			Ovis aries							
KJ661737			Ovis aries							
KJ661738			Ovis aries							
KJ679573	2									
KJ700442			Ovis aries		2003	NOV	17			
KJ700443			Ovis aries			NOV	17			
KJ736001			Ovis aries							
KJ736002			Ovis aries							
KJ736003			Ovis aries							
KJ736004			Ovis aries							
KJ736005			Ovis aries							
KJ736006			Ovis aries							
KJ736007			Ovis aries							
KJ736008			Ovis aries							
KJ736009			Ovis aries							
KJ736010			Ovis aries							
KJ872780		Ardennes								
KJ872781		Ardennes								
KJ872782		Ardennes								
KM053258		BTV-8IT2008								
KM053259		BTV-8IT2008								
KM053260		BTV-8IT2008								
KM053261		BTV-8IT2008								
KM053262		BTV-8IT2008								
KM053263		BTV-8IT2008								
KM053264		BTV-8IT2008								
KM053265		BTV-8IT2008								
KM053266		BTV-8IT2008								
KM053267		BTV-8IT2008								
KM053268		BTV-2IT2000								
KM053269		BTV-2IT2000								
KM053270		BTV-2IT2000								
KM053271		BTV-2IT2000								
KM053272		BTV-2IT2000								
KM053273		BTV-2IT2000								
KM053274		BTV-2IT2000								
KM053275		BTV-2IT2000								
KM053276		BTV-2IT2000								
KM053277		BTV-2IT2000								
KM099506										
KM099507										
KM099508										
KM099509										
KM099510										
KM099511										
KM099512										
KM099513										
KM099514										
KM099515										
KM099516										
KM099517										
KM099518										
KM099519										
KM099520										
KM099521										
KM099522										
KM099523										
KM099524										
KM099525										
KM099526										
KM099527										
KM099528										
KM099529										
KM099530										
KM099531										
KM099532										
KM099533										
KM099534										
KM099535										
KM099536										
KM099537										
KM099538										
KM099539										
KM099540										
KM099541										
KM099542										
KM099543										
KM099544										
KM099545										
KM099546										
KM099547										
KM099548										
KM099549										
KM099550										
KM099551										
KM099552										
KM099553										
KM099554										
KM099555										
KM099556										
KM099557										
KM099558										
KM099559										
KM099560										
KM099561										
KM099562										
KM099563										
KM099564										
KM099565										
KM099566										
KM099567										
KM099568										
KM099569										
KM099570										
KM099571										
KM099572										
KM099573										
KM099574										
KM099575										
KM099576										
KM099577										
KM099578										
KM099579										
KM099580										
KM099581										
KM099582										
KM099583										
KM099584										
KM099585										
KM099586										
KM099587										
KM099588										
KM099589										
KM099590										
KM099591										
KM099592										
KM099593										
KM099594										
KM099595										
KM099596										
KM099597										
KM099598										
KM099599										
KM099600										
KM099601										
KM099602										
KM099603										
KM099604										
KM099605										
KM099606										
KM099607										
KM099608										
KM099609										
KM099610										
KM099611										
KM099612										
KM099613										
KM099614										
KM099615										
KM099616										
KM099617										
KM099618										
KM099619										
KM099620										
KM099621										
KM099622										
KM099623										
KM099624										
KM099625										
KM099626										
KM099627										
KM099628										
KM099629										
KM099630										
KM099631										
KM099632										
KM099633										
KM099634										
KM099635										
KM099636										
KM099637										
KM099638										
KM099639										
KM099640										
KM099641										
KM099642										
KM099643										
KM099644										
KM099645										
KM099646										
KM099647										
KM099648										
KM099649										
KM099650										
KM099651										
KM099652										
KM099653										
KM099654										
KM099655										
KM099656										
KM099657										
KM099658										
KM099659										
KM099660										
KM099661										
KM099662										
KM099663										
KM099664										
KM099665										
KM099666										
KM099667										
KM099668										
KM099669										
KM099670										
KM099671										
KM099672										
KM099673										
KM099674										
KM099675										
KM110785						FEB				
KM110786						FEB				
KM200718	2							27		
KM233614		BTV-4RSA(WT)								
KM233615		BTV-4RSA(WT)								
KM233616		BTV-4RSA(WT)								
KM233617		BTV-4RSA(WT)								
KM233618		BTV-4RSA(WT)								
KM233619		BTV-4RSA(WT)								
KM233620		BTV-4RSA(WT)								
KM233621		BTV-4RSA(WT)								
KM233622		BTV-4RSA(WT)								
KM233623		BTV-4RSA(WT)								
KM365234	3					NOV				
KM365235	3					OCT				
KM365236	3					DEC				
KM365237	3					NOV				
KM365238	3					NOV				
KM365239	3					NOV				
KM365240	3					OCT				
KM365241	3					NOV				
KM365242	3					NOV				
KM365243	3					SEP				
KM365244	3					MAY				
KM365245	3					NOV				
KM365246	3					OCT				
KM365247	3					DEC				
KM365248	3					NOV				
KM365249	3					NOV				
KM365250	3					OCT				
KM365251	3					OCT				
KM365252	3					NOV				
KM365253	3					NOV				
KM365254	3					OCT				
KM365255	3					NOV				
KM365256	3					NOV				
KM365257	3					FEB				
KM365258	3					MAY				
KM365259	3					NOV				
KM365260	3					SEP				
KM365261	3					DEC				
KM365262	3					NOV				
KM365263	3					SEP				
KM365264	3					SEP				
KM365265	3									
KM365266	3					JAN				
KM365267	3					SEP				
KM365268	3					SEP				
KM485310		YF47						12		
KM580413	1									
KM580414	8									
KM580415	5									
KM580416	9									
KM580417	3									
KM580418	7									
KM580419	4									
KM580420	2									
KM580421	10									
KM580422	6									
KM580423	9									
KM580424	6									
KM580425	3									
KM580426	2									
KM580427	8									
KM580428	4									
KM580429	10									
KM580430	5									
KM580431	7									
KM580432	1									
KM580433	4									
KM580434	6									
KM580435	2									
KM580436	5									
KM580437	7									
KM580438	8									
KM580439	1									
KM580440	10									
KM580441	9									
KM580442	3									
KM580443	7									
KM580444	9									
KM580445	3									
KM580446	1									
KM580447	4									
KM580448	5									
KM580449	10									
KM580450	2									
KM580451	6									
KM580452	8									
KM580453	2									
KM580454	1									
KM580455	10									
KM580456	9									
KM580457	4									
KM580458	8									
KM580459	6									
KM580460	7									
KM580461	5									
KM580462	3									
KM580463	4									
KM580464	2									
KM580465	3									
KM580466	8									
KM580467	5									
KM580468	7									
KM580469	1									
KM580470	9									
KM580471	6									
KM580472	10									
KM580473	7									
KM580474	10									
KM580475	5									
KM580476	4									
KM580477	9									
KM580478	2									
KM580479	1									
KM580480	6									
KM580481	3									
KM580482	8									
KM580483	4									
KM580484	5									
KM580485	6									
KM580486	3									
KM580487	7									
KM580488	10									
KM580489	9									
KM580490	1									
KM580491	2									
KM580492	8									
KP195125								4		
KP195126								4		
KP195127								4		
KP195128								4		
KP195129								4		
KP195130								4		
KP195131								4		
KP195132								16		
KP195133								16		
KP195134								16		
KP195135								16		
KP195136								2		
KP195137								2		
KP195138								1		
KP196603										
KP196604										
KP196605										
KP196606										
KP196607										
KP196608										
KP196609										
KP196610										
KP196611										
KP196612										
KP221197								4		
KP221198								2		
KP221199								12		
KP268774		IND1994/01								
KP268775		IND1994/01								
KP268776		IND1994/01								
KP268777		IND1994/01								
